	Index	Gene_name	Gene_list_number	Gene_list_index	Source	Ensembl_gene_id	Ensembl_transcript_id	RefSeq_mRNA_id	Organism	HGNC_symbol	Alias	Info
830	831	Gpr155	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000041762	ENSMUST00000112044|ENSMUST00000129184|ENSMUST00000134595|ENSMUST00000184503|ENSMUST00000048504|ENSMUST00000076463|ENSMUST00000112043|ENSMUST00000131430	NM_001190297|NM_001276444|NM_001276443	mouse	GPR155		up
831	832	Abhd15	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000000686	ENSMUST00000094004|ENSMUST00000145676|ENSMUST00000147386	NM_026185	mouse	ABHD15		up
832	833	Map2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000015222	ENSMUST00000124873|ENSMUST00000156636|ENSMUST00000024639|ENSMUST00000151423|ENSMUST00000173855|ENSMUST00000173778|ENSMUST00000172486|ENSMUST00000145419|ENSMUST00000123647|ENSMUST00000173800|ENSMUST00000127388|ENSMUST00000114013|ENSMUST00000114017|ENSMUST00000125844|ENSMUST00000137807|ENSMUST00000114018|ENSMUST00000141148|ENSMUST00000239213|ENSMUST00000077355|ENSMUST00000133522|ENSMUST00000114012|ENSMUST00000128673|ENSMUST00000114015|ENSMUST00000172886|ENSMUST00000174590	NM_001039934|NM_001310634|NM_008632	mouse	MAP2		up
833	834	Stab1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000042286	ENSMUST00000161464|ENSMUST00000161631|ENSMUST00000036618|ENSMUST00000159480|ENSMUST00000162763|ENSMUST00000160720|ENSMUST00000159208|ENSMUST00000159532|ENSMUST00000162169|ENSMUST00000161129|ENSMUST00000159757|ENSMUST00000160024|ENSMUST00000159249	NM_138672	mouse	STAB1		up
834	835	Mycbp2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000033004	ENSMUST00000226961|ENSMUST00000239305|ENSMUST00000160758|ENSMUST00000161008|ENSMUST00000162852|ENSMUST00000159855|ENSMUST00000161278|ENSMUST00000162537|ENSMUST00000162762	NM_207215	mouse	MYCBP2		up
835	836	Hhex	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000024986	ENSMUST00000025944|ENSMUST00000128184|ENSMUST00000237452	NM_008245	mouse			up
836	837	Tgfa	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000029999	ENSMUST00000193710|ENSMUST00000194449|ENSMUST00000192058|ENSMUST00000032066	NM_031199	mouse	TGFA		up
837	838	Sult1a1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000030711	ENSMUST00000106372|ENSMUST00000106373|ENSMUST00000155419	NM_133670	mouse			up
838	839	Lingo3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000051067	ENSMUST00000219924|ENSMUST00000053986	NM_001359746|NM_001013758	mouse	LINGO3		up
839	840	NA	25	all_sig_genes_35904237	PMID: 35904237	BE692007	ENSMUST00000243375|ENSMUST00000244301|ENSMUST00000240810|ENSMUST00000241501|ENSMUST00000189306|ENSMUST00000244537|ENSMUST00000186054|ENSMUST00000245882|ENSMUST00000186500		mouse			up
840	841	Acacb	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000042010	ENSMUST00000142489|ENSMUST00000146841|ENSMUST00000031583|ENSMUST00000143276|ENSMUST00000102582	NM_133904	mouse	ACACB		up
841	842	Atp8a1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000037685	ENSMUST00000143013|ENSMUST00000202248|ENSMUST00000155911|ENSMUST00000072971|ENSMUST00000128726|ENSMUST00000152433|ENSMUST00000200955|ENSMUST00000141443|ENSMUST00000113652|ENSMUST00000130652|ENSMUST00000149501|ENSMUST00000113651|ENSMUST00000037380|ENSMUST00000135930	NM_009727|NM_001284345|NM_001038999	mouse	ATP8A1		up
842	843	Strip2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000039629	ENSMUST00000115224|ENSMUST00000137068|ENSMUST00000046028|ENSMUST00000151738|ENSMUST00000130969	NM_001037740|NM_177204	mouse	STRIP2		up
843	844	Notch2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000027878	ENSMUST00000079812|ENSMUST00000198324	NM_010928	mouse	NOTCH2		up
844	845	Fam126b	25	all_sig_genes_35904237	PMID: 35904237	Hycc2	ENSMUST00000191472|ENSMUST00000160546|ENSMUST00000159980|ENSMUST00000159185|ENSMUST00000161600|ENSMUST00000187717|ENSMUST00000161000|ENSMUST00000038372|ENSMUST00000097724	NM_001310599|NM_001310598|NM_172513	mouse			up
845	846	Cebpd	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000071637	ENSMUST00000210772|ENSMUST00000096232	NM_007679	mouse	CEBPD		up
846	847	Fbxl20	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000020883	ENSMUST00000148473|ENSMUST00000147971|ENSMUST00000149327|ENSMUST00000150378|ENSMUST00000146399|ENSMUST00000103143|ENSMUST00000135969	NM_028149	mouse	FBXL20		up
847	848	Spock1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000056222	ENSMUST00000189373|ENSMUST00000186271|ENSMUST00000187852|ENSMUST00000185905|ENSMUST00000172326|ENSMUST00000185502	NM_001166465|NM_001166466|NM_001166464|NM_001166463|NM_009262	mouse	SPOCK1		up
848	849	Arnt2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000015709	ENSMUST00000209133|ENSMUST00000208995|ENSMUST00000207769|ENSMUST00000208129|ENSMUST00000208564|ENSMUST00000208863|ENSMUST00000208936|ENSMUST00000085077|ENSMUST00000208392|ENSMUST00000208232|ENSMUST00000208204|ENSMUST00000207759|ENSMUST00000207459	NM_007488	mouse	ARNT2		up
849	850	Trank1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000062296	ENSMUST00000197049|ENSMUST00000197650|ENSMUST00000200151|ENSMUST00000196945|ENSMUST00000198890|ENSMUST00000078626|ENSMUST00000200272	NM_001164659	mouse	TRANK1		up
850	851	Ms4a6b	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000024677	ENSMUST00000161283|ENSMUST00000163078|ENSMUST00000159587|ENSMUST00000161157|ENSMUST00000025580	NM_027209	mouse	MS4A6E		up
851	852	NA	25	all_sig_genes_35904237	PMID: 35904237	2010007H06Rik	ENSMUST00000050829|ENSMUST00000186025		mouse			up
852	853	Lonrf2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000048814	ENSMUST00000191724|ENSMUST00000039612|ENSMUST00000147695	NM_001029878	mouse	LONRF2		up
853	854	Bcl2l1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000007659	ENSMUST00000173755|ENSMUST00000128172|ENSMUST00000156688|ENSMUST00000007803|ENSMUST00000134902|ENSMUST00000140436|ENSMUST00000134357|ENSMUST00000146380|ENSMUST00000109820	NM_009743|NM_001355053|NM_001289717|NM_001289716	mouse	BCL2L1		up
854	855	Unc79	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000021198	ENSMUST00000101099|ENSMUST00000179039|ENSMUST00000178467|ENSMUST00000178846|ENSMUST00000178001|ENSMUST00000177984|ENSMUST00000085079|ENSMUST00000179002|ENSMUST00000178076	NM_001081017	mouse	UNC79		up
855	856	Ptprb	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000020154	ENSMUST00000218601|ENSMUST00000218553|ENSMUST00000217925|ENSMUST00000092167	NM_029928	mouse	PTPRB		up
856	857	Ypel2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000018427	ENSMUST00000018571|ENSMUST00000238921	NM_001005341	mouse	YPEL2		up
857	858	Napepld	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000044968	ENSMUST00000060899|ENSMUST00000115217	NM_178728|NM_001359965|NM_001359964|NM_001359963	mouse	NAPEPLD		up
858	859	Cacna1b	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000004113	ENSMUST00000125798|ENSMUST00000041342|ENSMUST00000100348|ENSMUST00000114447|ENSMUST00000124183|ENSMUST00000131861|ENSMUST00000070864|ENSMUST00000133892|ENSMUST00000155356|ENSMUST00000102939	NM_007579|NM_001042528	mouse	CACNA1B		up
859	860	Vcl	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000021823	ENSMUST00000224380|ENSMUST00000226113|ENSMUST00000022369	NM_009502	mouse	VCL		up
860	861	Lpin1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000020593	ENSMUST00000221146|ENSMUST00000067124|ENSMUST00000238839|ENSMUST00000221297|ENSMUST00000221230|ENSMUST00000221789|ENSMUST00000223129|ENSMUST00000239165|ENSMUST00000111067|ENSMUST00000222989	NM_001355598|NM_015763|NM_001130412|NM_172950	mouse	LPIN1		up
861	862	Ms4a6c	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000079419	ENSMUST00000165310|ENSMUST00000187462	NM_028595|NM_001166376	mouse	MS4A6E		up
862	863	Ncam2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000022762	ENSMUST00000231687|ENSMUST00000037785|ENSMUST00000067602|ENSMUST00000232550	NM_010954|NM_001113208	mouse	NCAM2		up
863	864	Slc16a9	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000037762	ENSMUST00000155933|ENSMUST00000046807	NM_025807	mouse	SLC16A9		up
864	865	Dse	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000039497	ENSMUST00000048010|ENSMUST00000217051|ENSMUST00000216774|ENSMUST00000215547|ENSMUST00000216194	NM_172508	mouse	DSE		up
865	866	Chd9	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000056608	ENSMUST00000210947|ENSMUST00000210887|ENSMUST00000209203|ENSMUST00000209474|ENSMUST00000211552|ENSMUST00000211403|ENSMUST00000109614|ENSMUST00000048665|ENSMUST00000211215|ENSMUST00000211034|ENSMUST00000211795|ENSMUST00000209341|ENSMUST00000209531|ENSMUST00000209423|ENSMUST00000209746	NM_001310530|NM_177224	mouse	CHD9		up
866	867	Mxd4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000037235	ENSMUST00000201189|ENSMUST00000119171|ENSMUST00000042701|ENSMUST00000201763	NM_010753	mouse	MXD4		up
867	868	Aldh1a7	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000024747	ENSMUST00000025656	NM_011921	mouse	ALDH1A1		up
868	869	Kcnj11	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000096146	ENSMUST00000209291|ENSMUST00000211674|ENSMUST00000209863|ENSMUST00000180081|ENSMUST00000209881	NM_010602|NM_001204411	mouse	KCNJ11		up
869	870	Prl8a2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000018259	ENSMUST00000223918|ENSMUST00000110363|ENSMUST00000018403	NM_001289919|NM_010088	mouse	PRL		up
870	871	Lfng	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000029570	ENSMUST00000199848|ENSMUST00000200626|ENSMUST00000031555	NM_008494	mouse	LFNG		up
871	872	Tbc1d4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000033083	ENSMUST00000160297|ENSMUST00000100340|ENSMUST00000161304|ENSMUST00000159484|ENSMUST00000159668|ENSMUST00000159951|ENSMUST00000159664|ENSMUST00000161991|ENSMUST00000162617|ENSMUST00000160473	NM_001081278	mouse	TBC1D4		up
872	873	Kif5c	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000026764	ENSMUST00000028102|ENSMUST00000127245|ENSMUST00000152353|ENSMUST00000138834|ENSMUST00000132968|ENSMUST00000146247	NM_008449	mouse	KIF5C		up
873	874	Unc5c	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000059921	ENSMUST00000151007|ENSMUST00000075282|ENSMUST00000106236|ENSMUST00000142762|ENSMUST00000155416|ENSMUST00000200114|ENSMUST00000123631|ENSMUST00000130636	NM_001293561|NM_009472	mouse	UNC5C		up
874	875	Xk	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000015342	ENSMUST00000015486	NM_023500	mouse	XK		up
875	876	Map3k6	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000028862	ENSMUST00000134895|ENSMUST00000030677|ENSMUST00000123612|ENSMUST00000127681	NM_016693	mouse	MAP3K6		up
876	877	Atf7ip	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000030213	ENSMUST00000032335|ENSMUST00000186742|ENSMUST00000195743|ENSMUST00000188805|ENSMUST00000185936|ENSMUST00000186577|ENSMUST00000185332|ENSMUST00000189535|ENSMUST00000187429|ENSMUST00000203178|ENSMUST00000185724|ENSMUST00000203988	NM_001388194|NM_001388196|NM_001388195|NM_019426	mouse	ATF7IP		up
877	878	Sh3d19	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000028082	ENSMUST00000238606|ENSMUST00000182666|ENSMUST00000238443|ENSMUST00000183202|ENSMUST00000238545|ENSMUST00000107664|ENSMUST00000238331|ENSMUST00000238222	NM_001374679|NM_001082414|NM_001404299	mouse	SH3D19		up
878	879	Stxbp5l	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000022829	ENSMUST00000023526|ENSMUST00000151910|ENSMUST00000114782|ENSMUST00000114775|ENSMUST00000149790|ENSMUST00000123629|ENSMUST00000114781|ENSMUST00000149984|ENSMUST00000114780|ENSMUST00000114787	NM_172440|NM_001114611|NM_001114613|NM_001114612	mouse	STXBP5L		up
879	880	Sort1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000068747	ENSMUST00000129755|ENSMUST00000135636|ENSMUST00000102632	NM_001271599|NM_019972	mouse	SORT1		up
880	881	Sacs	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000048279	ENSMUST00000227570|ENSMUST00000119509|ENSMUST00000121091|ENSMUST00000119943|ENSMUST00000150222|ENSMUST00000089394|ENSMUST00000229692	NM_015788|NM_172809	mouse	SACS		up
881	882	Rubcn	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000035629	ENSMUST00000140229|ENSMUST00000153556|ENSMUST00000149621|ENSMUST00000135480|ENSMUST00000040986|ENSMUST00000089684|ENSMUST00000115105|ENSMUST00000152920|ENSMUST00000119810	NM_172615|NM_001374776|NM_001200038	mouse	RUBCN		up
882	883	Meg3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000021268	ENSMUST00000246369|ENSMUST00000246553|ENSMUST00000247082|ENSMUST00000246567|ENSMUST00000247335|ENSMUST00000246427|ENSMUST00000246154|ENSMUST00000246204|ENSMUST00000246047|ENSMUST00000246647|ENSMUST00000146701|ENSMUST00000246700|ENSMUST00000247113|ENSMUST00000246289|ENSMUST00000126289|ENSMUST00000243087|ENSMUST00000245678|ENSMUST00000247084|ENSMUST00000124106|ENSMUST00000247179|ENSMUST00000247320|ENSMUST00000245868|ENSMUST00000245180|ENSMUST00000128458|ENSMUST00000245986|ENSMUST00000143836|ENSMUST00000246056|ENSMUST00000245980|ENSMUST00000246523|ENSMUST00000246906|ENSMUST00000245972|ENSMUST00000246994|ENSMUST00000129245|ENSMUST00000243937|ENSMUST00000245731|ENSMUST00000247243|ENSMUST00000245940|ENSMUST00000246852|ENSMUST00000246209|ENSMUST00000246444|ENSMUST00000166636|ENSMUST00000246856|ENSMUST00000143847|ENSMUST00000246414|ENSMUST00000246826|ENSMUST00000246513|ENSMUST00000246113|ENSMUST00000246084|ENSMUST00000246141|ENSMUST00000246081|ENSMUST00000246776|ENSMUST00000246940|ENSMUST00000247194|ENSMUST00000246963|ENSMUST00000150851|ENSMUST00000247357|ENSMUST00000246462|ENSMUST00000246499|ENSMUST00000247387|ENSMUST00000247058|ENSMUST00000143272|ENSMUST00000247257|ENSMUST00000128178|ENSMUST00000246883		mouse			up
883	884	Plekhg1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000040624	ENSMUST00000144543|ENSMUST00000120274|ENSMUST00000238840|ENSMUST00000239159|ENSMUST00000154727|ENSMUST00000137111|ENSMUST00000042438|ENSMUST00000131525|ENSMUST00000141367|ENSMUST00000136671	NM_001159942|NM_001033253	mouse	PLEKHG1		up
884	885	Acaca	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000020532	ENSMUST00000136463|ENSMUST00000103201|ENSMUST00000133811|ENSMUST00000184534|ENSMUST00000020843|ENSMUST00000183887|ENSMUST00000183548|ENSMUST00000137500|ENSMUST00000130012	NM_133360	mouse	ACACA		up
885	886	Tm6sf1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000038623	ENSMUST00000126334|ENSMUST00000119543|ENSMUST00000124616|ENSMUST00000134861|ENSMUST00000130006|ENSMUST00000041890|ENSMUST00000147977	NM_001291282|NM_145375	mouse	TM6SF1		up
886	887	Mga	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000033943	ENSMUST00000156510|ENSMUST00000131396|ENSMUST00000156074|ENSMUST00000129405|ENSMUST00000132054|ENSMUST00000110773|ENSMUST00000138851|ENSMUST00000046717|ENSMUST00000150742|ENSMUST00000152148|ENSMUST00000122889|ENSMUST00000141776|ENSMUST00000151074|ENSMUST00000079934|ENSMUST00000110774	NM_001164274|NM_013720	mouse	MGA		up
887	888	H6pd	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000028980	ENSMUST00000153394|ENSMUST00000152907|ENSMUST00000030830|ENSMUST00000084117	NM_173371|NM_001291004	mouse	H6PD		up
888	889	Slc36a1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000020261	ENSMUST00000020499|ENSMUST00000152336|ENSMUST00000108872|ENSMUST00000108867|ENSMUST00000147506	NM_153139	mouse	SLC36A1		up
889	890	Mgat5	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000036155	ENSMUST00000190921|ENSMUST00000171405|ENSMUST00000038361|ENSMUST00000189427	NM_145128	mouse	MGAT5		up
890	891	Smarca1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000031099	ENSMUST00000153587|ENSMUST00000077569|ENSMUST00000153548|ENSMUST00000140756|ENSMUST00000101616|ENSMUST00000088973|ENSMUST00000141084	NM_001358619|NM_053123|NM_001290708|NM_001358618	mouse	SMARCA1		up
891	892	Ppm1e	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000046442	ENSMUST00000155154|ENSMUST00000055438	NM_177167	mouse	PPM1E		up
892	893	Grk3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000042249	ENSMUST00000199337|ENSMUST00000197776|ENSMUST00000197888|ENSMUST00000065167|ENSMUST00000195928|ENSMUST00000200332	NM_177078|NM_001285806	mouse	GRK3		up
893	894	Epha5	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000029245	ENSMUST00000136775|ENSMUST00000113399|ENSMUST00000152573|ENSMUST00000113398|ENSMUST00000113401|ENSMUST00000113406|ENSMUST00000200076|ENSMUST00000155469|ENSMUST00000154804|ENSMUST00000113403|ENSMUST00000053733	NM_007937	mouse	EPHA5		up
894	895	Tro	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000025272	ENSMUST00000087253|ENSMUST00000087258|ENSMUST00000151403|ENSMUST00000171775|ENSMUST00000163450|ENSMUST00000169450|ENSMUST00000148604|ENSMUST00000112709|ENSMUST00000165192|ENSMUST00000163969|ENSMUST00000164071	NM_001002272|NM_001290771|NM_001290770|NM_001290772|NM_019548	mouse	TRO		up
895	896	NA	25	all_sig_genes_35904237	PMID: 35904237	Gm13091	ENSMUST00000128800|ENSMUST00000245889		mouse			up
896	897	Negr1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000040037	ENSMUST00000074015|ENSMUST00000041425|ENSMUST00000197246|ENSMUST00000175773|ENSMUST00000106065	NM_177274|NM_001039094	mouse	NEGR1		up
897	898	Chd5	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000005045	ENSMUST00000030775|ENSMUST00000164662|ENSMUST00000124423|ENSMUST00000136134|ENSMUST00000005175	NM_001369243|NM_029216|NM_001081376	mouse	CHD5		up
898	899	Lsamp	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000061080	ENSMUST00000099761|ENSMUST00000187185|ENSMUST00000187695|ENSMUST00000189829|ENSMUST00000145951|ENSMUST00000189229|ENSMUST00000133853|ENSMUST00000078873|ENSMUST00000189358|ENSMUST00000191610	NM_001347236|NM_001361281|NM_001361282	mouse	LSAMP		up
899	900	Dennd1b	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000056268	ENSMUST00000200295|ENSMUST00000198418|ENSMUST00000199634|ENSMUST00000094505|ENSMUST00000200429|ENSMUST00000198759|ENSMUST00000168527|ENSMUST00000196816|ENSMUST00000200533	NM_001166501|NM_181347	mouse	DENND1B		up
900	901	Parm1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000034981	ENSMUST00000040576	NM_145562	mouse	PARM1		up
901	902	Ntrk2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000055254	ENSMUST00000225488|ENSMUST00000224259|ENSMUST00000079828|ENSMUST00000226021|ENSMUST00000225950|ENSMUST00000109838|ENSMUST00000225583|ENSMUST00000223636|ENSMUST00000225119|ENSMUST00000224402	NM_008745|NM_001025074|NM_001282961	mouse	NTRK2		up
902	903	Nfkbia	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000021025	ENSMUST00000021413|ENSMUST00000219869	NM_010907	mouse	NFKBIA		up
903	904	Serpine1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000037411	ENSMUST00000077523|ENSMUST00000199832|ENSMUST00000041388	NM_008871	mouse	SERPINE1		up
904	905	Foxo3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000048756	ENSMUST00000175881|ENSMUST00000105501|ENSMUST00000056974|ENSMUST00000177542|ENSMUST00000105502	NM_001376967|NM_019740	mouse	FOXO3		up
905	906	Akap6	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000061603	ENSMUST00000095737|ENSMUST00000219786	NM_198111	mouse	AKAP6		up
906	907	Bsn	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000032589	ENSMUST00000035208|ENSMUST00000124763	NM_007567	mouse	BSN		up
907	908	Nfasc	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000026442	ENSMUST00000043189|ENSMUST00000186330|ENSMUST00000163770|ENSMUST00000189219|ENSMUST00000188307|ENSMUST00000094569|ENSMUST00000186389|ENSMUST00000187861|ENSMUST00000186539|ENSMUST00000191294	NM_001160316|NM_182716|NM_001160317|NM_001160318	mouse	NFASC		up
908	909	Zfhx4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000025255	ENSMUST00000175641|ENSMUST00000026284|ENSMUST00000176383|ENSMUST00000175866|ENSMUST00000176175	NM_001368671|NM_030708	mouse	ZFHX4		up
909	910	Mbnl2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000022139	ENSMUST00000227012|ENSMUST00000227508|ENSMUST00000226800|ENSMUST00000227644|ENSMUST00000088419|ENSMUST00000228115|ENSMUST00000227594|ENSMUST00000167459|ENSMUST00000227153|ENSMUST00000227484	NM_001360378|NM_001360380|NM_175341|NM_001360377|NM_001360379|NM_001360376|NM_207515	mouse	MBNL2		up
910	911	Nebl	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000053702	ENSMUST00000177966|ENSMUST00000137253|ENSMUST00000131957|ENSMUST00000132418|ENSMUST00000130725|ENSMUST00000150194|ENSMUST00000145492|ENSMUST00000124270|ENSMUST00000145545|ENSMUST00000127912|ENSMUST00000124611|ENSMUST00000138241|ENSMUST00000028080	NM_028757|NM_001362722	mouse	NEBL		up
911	912	Unkl	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000015127	ENSMUST00000161679|ENSMUST00000162838|ENSMUST00000160785|ENSMUST00000039734|ENSMUST00000162498|ENSMUST00000160896|ENSMUST00000015271	NM_001290736|NM_001197024|NM_001357877|NM_028789|NM_001357876	mouse	UNKL		up
912	913	Cdkn1b	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000003031	ENSMUST00000067327|ENSMUST00000003115|ENSMUST00000204807	NM_009875	mouse	CDKN1B		up
913	914	Eps8	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000015766	ENSMUST00000134630|ENSMUST00000152046|ENSMUST00000139753|ENSMUST00000153933|ENSMUST00000132920|ENSMUST00000147526|ENSMUST00000203515|ENSMUST00000146442|ENSMUST00000058210|ENSMUST00000205037|ENSMUST00000111878|ENSMUST00000100841|ENSMUST00000127179	NM_001271588|NM_001409750|NM_001271587|NM_001271589|NM_001271595|NM_001409747|NM_007945|NM_001409751	mouse	EPS8		up
914	915	Sema5a	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000022231	ENSMUST00000228442|ENSMUST00000227976|ENSMUST00000227802|ENSMUST00000228555|ENSMUST00000227429|ENSMUST00000228015|ENSMUST00000228103|ENSMUST00000226876|ENSMUST00000067458	NM_009154	mouse	SEMA5A		up
915	916	Tagap	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000033450	ENSMUST00000036370|ENSMUST00000226153	NM_145968	mouse	TAGAP		up
916	917	Heatr5a	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000035181	ENSMUST00000218847|ENSMUST00000219277|ENSMUST00000218254|ENSMUST00000219641|ENSMUST00000217966|ENSMUST00000220369|ENSMUST00000218186|ENSMUST00000040583	NM_177171	mouse	HEATR5A		up
917	918	Zfp292	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000039967	ENSMUST00000098163|ENSMUST00000047950	NM_013889	mouse	ZNF292		up
